GEOID10,g2012_USH_dv,g2012_USH_rv,g2012_USH_tv,STATEFP10,COUNTYFP10,VTDST10,VTDI10,NAME10,NAMELSAD10,LSAD10,MTFCC10,FUNCSTAT10,ALAND,AWATER,INTPTLAT10,INTPTLON10,VTD,ID,population,aframcon,hispcon,mincon,percentDem,percentRep,percentOther,DemPercentWhite,DemPercentBlack,DemPercentAsian,DemPercentOther,RepPercentWhite,RepPercentBlack,RepPercentAsian,RepPercentOther,repPop,demPop,hispPop,aframPop,numAdjacent,totalBorder
37149WO06,508,634,1142,37,149,WO06,P,WO06,Voting District WO06,V1,G5240,S,112373051.0,565151.0,35.31326,-82.1572357,37149WO06WO06,0,2504,0.0459265175719,0.0894568690096,0.135383386582,0.38036809816,0.322085889571,0.29754601227,0.837096774194,0.133870967742,0.00322580645161,0.0258064516129,0.969523809524,0.00952380952381,0.00380952380952,0.0171428571429,806.503067485,952.441717791,224.0,115.0,7,189332.3693
37149SA04,385,615,1000,37,149,SA04,P,SA04,Voting District SA04,V1,G5240,S,85545403.0,38532.0,35.2610918,-82.2979896,37149SA04SA04,1,1972,0.0106490872211,0.0233265720081,0.0339756592292,0.293948126801,0.365273775216,0.340778097983,0.973039215686,0.00980392156863,0.0,0.0171568627451,0.994082840237,0.00197238658777,0.0,0.00394477317554,720.319884726,579.665706052,46.0,21.0,6,82068.4171756
37149TR123,1195,888,2083,37,149,TR123,P,TR123,Voting District TR123,V1,G5240,S,45106366.0,20740.0,35.2213121,-82.2674082,37149TR123TR123,2,3747,0.0952762209768,0.0408326661329,0.13610888711,0.38930013459,0.293068640646,0.317631224764,0.773552290406,0.214347450303,0.000864304235091,0.0112359550562,0.971297359357,0.0149253731343,0.0,0.0137772675086,1098.1281965,1458.70760431,153.0,357.0,4,43757.2128538
37149CL07,697,911,1608,37,149,CL07,P,CL07,Voting District CL07,V1,G5240,S,60133786.0,33643.0,35.2651188,-82.1599521,37149CL07CL07,3,3294,0.0224650880389,0.0758955676988,0.0983606557377,0.348619768477,0.318343722173,0.33303650935,0.951468710089,0.0268199233716,0.0,0.021711366539,0.979020979021,0.0,0.0041958041958,0.0167832167832,1048.62422084,1148.35351736,250.0,74.0000000001,5,126984.304764
37149GC09,718,1025,1743,37,149,GC09,P,GC09,Voting District GC09,V1,G5240,S,133696997.0,22750.0,35.2364973,-82.039908,37149GC09GC09,4,3607,0.0967563071805,0.054616024397,0.151372331577,0.352291325696,0.367430441899,0.280278232406,0.753774680604,0.225319396051,0.0,0.0209059233449,0.976614699332,0.00668151447661,0.00334075723831,0.0133630289532,1325.32160393,1270.71481178,197.0,349.0,5,81507.8408564
37149CG05,239,606,845,37,149,CG05,P,CG05,Voting District CG05,V1,G5240,S,126226590.0,1018948.0,35.3558851,-82.2085662,37149CG05CG05,5,2206,0.0126926563917,0.0394378966455,0.0521305530372,0.236966824645,0.452606635071,0.310426540284,0.963333333333,0.0233333333333,0.00333333333333,0.01,0.982547993019,0.0,0.00174520069808,0.0157068062827,998.450236967,522.748815166,87.0,28.0000000001,6,177645.795503
37149CL08,638,1026,1664,37,149,CL08,P,CL08,Voting District CL08,V1,G5240,S,52757102.0,264270.0,35.2158261,-82.1578172,37149CL08CL08,6,3180,0.0248427672956,0.0518867924528,0.0767295597484,0.262651610205,0.425763278963,0.311585110832,0.93949044586,0.0493630573248,0.0,0.0111464968153,0.984282907662,0.0049115913556,0.0,0.0108055009823,1353.9272271,835.232120452,165.0,79.0,3,89724.2266445
3715916,456,669,1127,37,159,16,P,16,Voting District 16,V1,G5240,S,5874974.0,235138.0,35.5182137,-80.6291611,371591616,7,3788,0.159978880676,0.227032734952,0.387011615628,0.357302118172,0.399108138239,0.24358974359,0.641185647426,0.315132605304,0.00312012480499,0.0405616224649,0.974860335196,0.00837988826816,0.00698324022346,0.00977653631285,1511.82162765,1353.46042363,859.999999998,606.000000001,5,29212.5188167
3715920,228,669,897,37,159,20,P,20,Voting District 20,V1,G5240,S,9324724.0,0.0,35.5371144,-80.5915275,371592020,8,2144,0.0601679104478,0.102145522388,0.162313432836,0.286271450858,0.47503900156,0.238689547582,0.776566757493,0.179836512262,0.00272479564033,0.0408719346049,0.977011494253,0.00492610837438,0.0,0.0180623973727,1018.48361934,613.76599064,219.0,129.0,5,34042.0365743
3715944,356,1190,1546,37,159,44,P,44,Voting District 44,V1,G5240,S,28498419.0,0.0,35.5281531,-80.7023276,371594444,9,4055,0.0273736128237,0.0377311960543,0.065104808878,0.254000820681,0.474764054165,0.271235125154,0.932148626817,0.0516962843296,0.0,0.016155088853,0.984442523768,0.0,0.000864304235091,0.0146931719965,1925.16823964,1029.97332786,153.0,111.0,5,58847.4840209
3715909,274,1063,1338,37,159,09,P,09,Voting District 09,V1,G5240,S,20766312.0,617871.0,35.5427171,-80.6542246,371590909,10,3064,0.0221932114883,0.0646214099217,0.08681462141,0.244762391415,0.518650996423,0.236586612161,0.912317327766,0.0709812108559,0.0,0.0167014613779,0.990147783251,0.00295566502463,0.00197044334975,0.00492610837438,1589.14665304,749.951967297,198.0,68.0000000002,7,45842.3234398
3715945,477,422,899,37,159,45,P,45,Voting District 45,V1,G5240,S,19860391.0,313514.0,35.7157458,-80.4589462,371594545,11,1622,0.351418002466,0.04130702836,0.392725030826,0.50989010989,0.30989010989,0.18021978022,0.412356321839,0.561781609195,0.0014367816092,0.0244252873563,0.93853427896,0.0378250591017,0.0,0.0236406619385,502.641758242,827.041758242,66.9999999999,570.0,5,60708.9395035
3715903,315,1311,1627,37,159,03,P,03,Voting District 03,V1,G5240,S,23992981.0,5498.0,35.5673607,-80.5190027,371590303,12,3416,0.0286885245902,0.04537470726,0.0740632318502,0.22639011474,0.545454545455,0.228155339806,0.929824561404,0.0604288499025,0.00194931773879,0.00779727095517,0.985436893204,0.00242718446602,0.00161812297735,0.0105177993528,1863.27272727,773.348631951,155.0,98.0000000001,5,51996.3010122
3715913,246,1028,1274,37,159,13,P,13,Voting District 13,V1,G5240,S,37866399.0,27733.0,35.533368,-80.4876583,371591313,13,3142,0.031190324634,0.0499681731381,0.0811584977721,0.246801705757,0.506396588486,0.246801705757,0.909287257019,0.0842332613391,0.00215982721382,0.00431965442765,0.991578947368,0.00105263157895,0.0,0.00736842105263,1591.09808102,775.450959488,157.0,98.0,7,73738.7914762
3715914,449,887,1338,37,159,14,P,14,Voting District 14,V1,G5240,S,15441551.0,20104.0,35.6163455,-80.4271363,371591414,14,2481,0.110842402257,0.0326481257557,0.143490528013,0.316916488223,0.467880085653,0.215203426124,0.630067567568,0.349662162162,0.0,0.0202702702703,0.978260869565,0.0102974828375,0.00343249427918,0.00800915331808,1160.81049251,786.269807281,80.9999999999,275.0,6,46026.1434451
3715946,402,1203,1610,37,159,46,P,46,Voting District 46,V1,G5240,S,12888040.0,13672.0,35.5937533,-80.445847,371594646,15,3625,0.04,0.0408275862069,0.0808275862069,0.260471204188,0.486038394415,0.253490401396,0.845896147404,0.140703517588,0.0,0.0134003350084,0.983842010772,0.00179533213645,0.00179533213645,0.0125673249551,1761.88917976,944.208115183,148.0,145.0,6,51446.1244566
3715907,548,725,1273,37,159,07,P,07,Voting District 07,V1,G5240,S,74111231.0,104023.0,35.745499,-80.6881183,371590707,16,2817,0.219027334043,0.0631877884274,0.28221512247,0.415858528237,0.343981745579,0.240159726184,0.500685871056,0.480109739369,0.0,0.0192043895748,0.963515754561,0.0199004975124,0.0016583747927,0.0149253731343,968.996577296,1171.47347404,178.0,616.999999999,6,109223.106991
3715941,959,800,1759,37,159,41,P,41,Voting District 41,V1,G5240,S,5916408.0,0.0,35.6944093,-80.5034563,371594141,17,3963,0.373202119606,0.0832702498107,0.456472369417,0.464271131074,0.319314005717,0.216414863209,0.50219876869,0.45382585752,0.00527704485488,0.0386983289358,0.948849104859,0.0230179028133,0.0076726342711,0.0204603580563,1265.44140465,1839.90649245,330.0,1479.0,5,40250.3575085
37097CS,589,1156,1745,37,97,CS,P,CS,Voting District CS,V1,G5240,S,78309018.0,520621.0,35.8464438,-80.7716739,37097CSCS,18,3912,0.123977505112,0.0672290388548,0.191206543967,0.381573744563,0.399367338869,0.219058916568,0.629015544041,0.343005181347,0.00829015544041,0.019689119171,0.968316831683,0.00594059405941,0.00792079207921,0.0178217821782,1562.32502966,1492.71648873,263.0,484.999999998,7,113961.779249
37097BA,964,1730,2785,37,97,BA,P,BA,Voting District BA,V1,G5240,S,77803611.0,178736.0,35.6667474,-80.8192134,37097BABA,19,6341,0.0963570414761,0.039583661883,0.135940703359,0.314047498737,0.412329459323,0.27362304194,0.725663716814,0.245374094932,0.00160901045857,0.0273531777957,0.975490196078,0.00612745098039,0.0,0.0183823529412,2614.58110157,1991.37518949,251.0,611.0,7,112009.359676
37097CC3,1916,2828,4906,37,97,CC3,P,CC3,Voting District CC3,V1,G5240,S,46142305.0,113391.0,35.5646928,-80.7676206,37097CC3CC3,20,10611,0.114409574969,0.060691734992,0.175101309961,0.305245450375,0.402355100168,0.292399449457,0.712424849699,0.240981963928,0.0065130260521,0.0400801603206,0.965792474344,0.0106423413151,0.00190041809198,0.0216647662486,4269.38996788,3238.95947393,644.0,1214.0,7,71113.0848626
37015C2,861,186,1060,37,15,C2,P,C2,Voting District C2,V1,G5240,S,107133775.0,0.0,36.1906755,-76.9001823,37015C2C2,21,2182,0.664986251146,0.0132905591201,0.678276810266,0.797707349966,0.103843560351,0.0984490896831,0.206255283178,0.760777683855,0.0,0.032967032967,0.766233766234,0.220779220779,0.0,0.012987012987,226.586648685,1740.59743763,29.0000000001,1451.0,6,142463.977986
37015M1,344,187,541,37,15,M1,P,M1,Voting District M1,V1,G5240,S,122462397.0,0.0,36.1767714,-76.9949836,37015M1M1,22,1103,0.526745240254,0.00090661831369,0.527651858568,0.754482758621,0.133793103448,0.111724137931,0.345521023766,0.63802559415,0.0018281535649,0.0146252285192,0.886597938144,0.103092783505,0.0,0.0103092783505,147.573793103,832.194482759,1.0,581.0,6,166139.443762
37015C1,336,267,614,37,15,C1,P,C1,Voting District C1,V1,G5240,S,106326967.0,16781121.0,36.180137,-76.8128675,37015C1C1,23,1229,0.505288852726,0.0105777054516,0.515866558178,0.74630261661,0.135381114903,0.118316268487,0.434451219512,0.545731707317,0.0,0.0198170731707,0.882352941176,0.100840336134,0.0,0.0168067226891,166.383390216,917.205915813,13.0,621.0,5,161647.951057
37015MH,403,161,571,37,15,MH,P,MH,Voting District MH,V1,G5240,S,181009893.0,51443434.0,35.9543522,-76.7520209,37015MHMH,24,992,0.584677419355,0.00403225806452,0.58870967742,0.775949367089,0.112658227848,0.111392405063,0.290375203915,0.699836867863,0.0,0.00978792822186,0.910112359551,0.0786516853933,0.0,0.0112359550562,111.756962025,769.741772152,4.0,580.0,9,233648.556638
37015W2,175,257,448,37,15,W2,P,W2,Voting District W2,V1,G5240,S,59086394.0,0.0,36.0876545,-76.9271426,37015W2W2,25,966,0.0496894409938,0.00103519668737,0.0507246376812,0.711790393013,0.125181950509,0.163027656477,0.975460122699,0.0163599182004,0.0,0.0081799591002,0.96511627907,0.0,0.0,0.0348837209302,120.925764192,687.589519651,0.999999999999,48.0,5,127703.600726
37015W1,2228,638,2911,37,15,W1,P,W1,Voting District W1,V1,G5240,S,331983883.0,8038641.0,35.9620471,-76.9357773,37015W1W1,26,7005,0.67408993576,0.0118486795146,0.685938615275,0.788191881919,0.0910209102091,0.120787207872,0.266541822722,0.715043695381,0.000312109862672,0.018102372035,0.802702702703,0.172972972973,0.0,0.0243243243243,637.601476015,5521.28413284,82.9999999998,4722.0,10,351143.542372
37015M2,429,111,551,37,15,M2,P,M2,Voting District M2,V1,G5240,S,49912564.0,0.0,36.2040843,-77.08228,37015M2M2,27,1290,0.641860465116,0.0077519379845,0.649612403101,0.757612667479,0.138855054811,0.10353227771,0.310289389068,0.655948553055,0.0,0.0337620578778,0.771929824561,0.175438596491,0.0,0.0526315789474,179.123020706,977.320341048,10.0,828.0,4,99865.79089
37015SN,565,73,645,37,15,SN,P,SN,Voting District SN,V1,G5240,S,176870283.0,0.0,36.0921861,-77.058165,37015SNSN,28,1410,0.781560283688,0.0347517730496,0.816312056738,0.862827225131,0.0513089005236,0.0858638743455,0.135922330097,0.841019417476,0.0,0.0230582524272,0.714285714286,0.244897959184,0.0,0.0408163265306,72.3455497382,1216.58638743,48.9999999999,1102.0,7,188171.376238
3718903,869,932,1801,37,189,03,P,03,Voting District 03,V1,G5240,S,50857663.0,535028.0,36.1460469,-81.6866481,371890303,29,2715,0.00699815837937,0.019152854512,0.0261510128914,0.322304398599,0.390035033087,0.287660568315,0.980676328502,0.00966183574879,0.0036231884058,0.006038647343,0.991017964072,0.0,0.0,0.00898203592814,1058.94511483,875.056442195,52.0000000001,19.0,6,123871.763444
3718904,1048,1370,2418,37,189,04,P,04,Voting District 04,V1,G5240,S,72142974.0,35647.0,36.1433245,-81.5833329,371890404,30,4211,0.0104488245072,0.0197102825932,0.0301591071004,0.286980440098,0.425427872861,0.287591687042,0.957401490948,0.0159744408946,0.00212992545261,0.024494142705,0.987787356322,0.0,0.00431034482759,0.00790229885057,1791.47677262,1208.47463325,83.0,43.9999999998,7,124414.131152
3718913,968,635,1603,37,189,13,P,13,Voting District 13,V1,G5240,S,15279634.0,19274.0,36.1875295,-81.6974705,371891313,31,3253,0.029203811866,0.0454964648017,0.0747002766677,0.350666093683,0.275461968199,0.373871938118,0.916666666667,0.0404411764706,0.00245098039216,0.0404411764706,0.96879875195,0.00468018720749,0.00624024960998,0.0202808112324,896.077782553,1140.71680275,148.0,95.0000000001,7,61463.6081916
3718917,174,254,428,37,189,17,P,17,Voting District 17,V1,G5240,S,31748572.0,7599.0,36.1848768,-81.8278571,371891717,32,765,0.0078431372549,0.0104575163399,0.0183006535948,0.318333333333,0.395,0.286666666667,0.989528795812,0.00523560209424,0.0,0.00523560209424,0.995780590717,0.0,0.0,0.0042194092827,302.175,243.525,8.00000000002,6.0,4,67873.651832
3718909,166,198,364,37,189,09,P,09,Voting District 09,V1,G5240,S,60514185.0,990.0,36.1842401,-81.5412496,371890909,33,638,0.012539184953,0.0109717868339,0.0235109717869,0.245644599303,0.362369337979,0.391986062718,0.943262411348,0.0283687943262,0.0,0.0283687943262,0.995192307692,0.00480769230769,0.0,0.0,231.191637631,156.721254355,7.00000000003,8.00000000001,5,89234.4608761
3718912,1182,778,1960,37,189,12,P,12,Voting District 12,V1,G5240,S,1494296.0,0.0,36.2116685,-81.6827469,371891212,34,3912,0.05163599182,0.0296523517382,0.0812883435582,0.288045090478,0.241174725601,0.470780183922,0.804325437693,0.101956745623,0.0133882595263,0.0803295571576,0.960639606396,0.00123001230012,0.00492004920049,0.0332103321033,943.47552655,1126.83239395,116.0,202.0,4,20494.9054117
3718905,778,279,1057,37,189,05,P,05,Voting District 05,V1,G5240,S,1481400.0,0.0,36.2212566,-81.6817592,371890505,35,2069,0.055099081682,0.0212663122281,0.0763653939101,0.409017713366,0.185721953838,0.405260332797,0.856955380577,0.0997375328084,0.00524934383202,0.0380577427822,0.965317919075,0.014450867052,0.0028901734104,0.0173410404624,384.258722491,846.257648953,43.9999999999,114.0,5,20916.3235146
3718915,1282,1140,2422,37,189,15,P,15,Voting District 15,V1,G5240,S,19494869.0,103154.0,36.213336,-81.6192643,371891515,36,4854,0.0265760197775,0.0805521219613,0.107128141739,0.332967334614,0.352731265441,0.314301399945,0.942291838417,0.0263808738664,0.00247320692498,0.0288540807914,0.982879377432,0.00233463035019,0.00233463035019,0.0124513618677,1712.15756245,1616.22344222,391.0,129.0,8,66598.4375098
3718920,95,163,258,37,189,20,P,20,Voting District 20,V1,G5240,S,13687048.0,7594.0,36.2162203,-81.8862378,371892020,37,307,0.00977198697068,0.0325732899023,0.042345276873,0.237960339943,0.458923512748,0.303116147309,0.988095238095,0.0,0.0,0.0119047619048,1.0,0.0,0.0,0.0,140.889518414,73.0538243626,10.0,3.0,4,49273.7326581
3718919,920,1125,2045,37,189,19,P,19,Voting District 19,V1,G5240,S,84477036.0,315443.0,36.1828958,-81.7618631,371891919,38,3558,0.00815064643058,0.0393479482856,0.0474985947162,0.303706133158,0.40964250574,0.286651361102,0.97192224622,0.00755939524838,0.0,0.0205183585313,0.981585268215,0.00240192153723,0.00240192153723,0.013610888711,1457.50803542,1080.58642178,140.0,29.0,8,118643.077355
3718914,965,916,1881,37,189,14,P,14,Voting District 14,V1,G5240,S,29366722.0,252703.0,36.2401997,-81.6698714,371891414,39,3731,0.0192977753953,0.0340391316001,0.0533369069954,0.313480741797,0.344507845934,0.342011412268,0.920364050057,0.0364050056883,0.00910125142207,0.0341296928328,0.974120082816,0.0,0.00517598343685,0.0207039337474,1285.35877318,1169.59664765,127.0,71.9999999999,7,106999.840709
3718907,1237,1106,2343,37,189,07,P,07,Voting District 07,V1,G5240,S,32399065.0,21461.0,36.2273866,-81.7423068,371890707,40,4935,0.0214792299899,0.0308004052685,0.0522796352584,0.326430831176,0.319528329019,0.354040839804,0.933920704846,0.0264317180617,0.00440528634361,0.0352422907489,0.979297929793,0.002700270027,0.003600360036,0.014401440144,1576.87230371,1610.93615186,152.0,106.0,7,101059.704885
3718918,438,825,1263,37,189,18,P,18,Voting District 18,V1,G5240,S,68528824.0,153845.0,36.2317695,-81.521208,371891818,41,2585,0.0154738878143,0.0483558994197,0.063829787234,0.259653049804,0.512031337437,0.228315612759,0.969827586207,0.0215517241379,0.0,0.00862068965517,0.991256830601,0.0,0.0,0.00874316939891,1323.60100727,671.203133744,125.0,40.0,8,116374.078733
3718910,324,402,726,37,189,10,P,10,Voting District 10,V1,G5240,S,55163113.0,256119.0,36.2432583,-81.8475668,371891010,42,1640,0.00731707317073,0.0213414634146,0.0286585365853,0.332203389831,0.374576271186,0.293220338983,0.979591836735,0.0102040816327,0.0,0.0102040816327,0.986425339367,0.00226244343891,0.00226244343891,0.00904977375566,614.305084746,544.813559322,34.9999999999,12.0,7,114046.758037
3718911,713,869,1582,37,189,11,P,11,Voting District 11,V1,G5240,S,77986695.0,106361.0,36.2824126,-81.6599241,371891111,43,3191,0.0100282043247,0.0200564086493,0.030084612974,0.335040546308,0.385830132309,0.279129321383,0.973248407643,0.00891719745223,0.00127388535032,0.0165605095541,0.985619469027,0.00110619469027,0.0,0.0132743362832,1231.1839522,1069.11438327,63.9999999999,32.0000000001,4,113839.987605
3718901,163,176,339,37,189,01,P,01,Voting District 01,V1,G5240,S,30184870.0,354969.0,36.3047636,-81.616905,371890101,44,619,0.016155088853,0.032310177706,0.048465266559,0.305825242718,0.446601941748,0.247572815534,0.960317460317,0.015873015873,0.0,0.0238095238095,0.983695652174,0.0,0.0,0.0163043478261,276.446601942,189.305825243,20.0,10.0,6,67920.5323699
3718908,643,904,1547,37,189,08,P,08,Voting District 08,V1,G5240,S,62703592.0,21926.0,36.3019728,-81.7581369,371890808,45,3118,0.00449005772931,0.0202052597819,0.0246953175112,0.318834275772,0.415832970857,0.265332753371,0.989085948158,0.00272851296044,0.0,0.00818553888131,0.991631799163,0.0,0.0,0.00836820083682,1296.56720313,994.125271857,63.0,14.0,6,72540.5931575
3718902,256,449,705,37,189,02,P,02,Voting District 02,V1,G5240,S,69287545.0,132525.0,36.314565,-81.837539,371890202,46,1351,0.00296076980015,0.0133234641007,0.0162842339009,0.33431372549,0.435294117647,0.230392156863,0.991202346041,0.00293255131965,0.0,0.0058651026393,0.993243243243,0.00225225225225,0.0,0.0045045045045,588.082352941,451.657843137,18.0,4.0,3,63348.0072204
3718916,35,58,93,37,189,16,P,16,Voting District 16,V1,G5240,S,31553967.0,6023.0,36.3523674,-81.6929568,371891616,47,229,0.0131004366812,0.00436681222707,0.0174672489083,0.224719101124,0.589887640449,0.185393258427,0.975,0.0,0.0,0.025,0.990476190476,0.0,0.0,0.00952380952381,135.084269663,51.4606741573,0.999999999999,2.99999999999,5,63141.5480514
3718906,1136,789,1925,37,189,06,P,06,Voting District 06,V1,G5240,S,1155204.0,0.0,36.2126813,-81.6746218,371890606,48,3398,0.0382577987051,0.0320776927604,0.0703354914655,0.284452853989,0.243456322927,0.472090823084,0.865853658537,0.0687361419069,0.00554323725055,0.059866962306,0.961139896373,0.00129533678756,0.00388601036269,0.0336787564767,827.264585304,966.570797856,109.0,130.0,4,14995.0776002
3701112,48,142,190,37,11,12,P,12,Voting District 12,V1,G5240,S,22067910.0,0.0,36.1085615,-82.0033554,370111212,49,384,0.0,0.0182291666667,0.0182291666667,0.11744966443,0.614093959732,0.268456375839,0.971428571429,0.0,0.0,0.0285714285714,0.989071038251,0.0,0.0,0.0109289617486,235.812080537,45.1006711409,7.00000000001,0.0,6,44188.7316917
3701101,141,470,611,37,11,01,P,01,Voting District 01,V1,G5240,S,42186441.0,0.0,36.0003523,-81.9405678,370110101,50,1297,0.0161912104857,0.0940632228219,0.110254433308,0.128430296378,0.623490669594,0.248079034029,0.974358974359,0.00854700854701,0.0,0.017094017094,0.989436619718,0.00176056338028,0.0,0.00880281690141,808.667398463,166.574094402,122.0,21.0,7,81212.9405239
3701103,54,236,290,37,11,03,P,03,Voting District 03,V1,G5240,S,35383147.0,0.0,36.2354622,-81.9297857,370110303,51,672,0.0,0.0252976190476,0.0252976190476,0.128691983122,0.637130801688,0.23417721519,0.967213114754,0.0,0.0,0.0327868852459,0.976821192053,0.0,0.0,0.023178807947,428.151898734,86.4810126582,17.0,0.0,6,57278.8492195
